Id;Label;Name;Platform;Year;Genre;Publisher
1791;G1791;South Park;N64;1998;Shooter;Acclaim Entertainment
1792;G1792;Commando;NES;1986;Action;Capcom
1793;G1793;Pilotwings;SNES;1990;Simulation;Nintendo
1794;G1794;Resident Evil - Code: Veronica;DC;2000;Action;Eidos Interactive
1795;G1795;Super R.C. Pro-Am;GB;1991;Racing;Nintendo
1796;G1796;The Lord of the Rings: The Return of the King;XB;2003;Action;Electronic Arts
1797;G1797;LEGO Star Wars: The Video Game;GBA;2005;Action;Eidos Interactive
1798;G1798;Royal Palace of White Sword and The City of Gentiles;PS2;2005;Role-Playing;Take-Two Interactive
1799;G1799;Guitar Hero 5;X360;2009;Misc;Activision
1800;G1800;Mobile Suit Gundam: Federation vs. Zeon;PS2;2001;Simulation;Atari
1801;G1801;Need for Speed Underground 2;GC;2004;Racing;Electronic Arts
1802;G1802;MechAssault;XB;2002;Simulation;Microsoft Game Studios
1803;G1803;ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment
1804;G1804;LEGO Star Wars III: The Clone Wars;3DS;2011;Action;LucasArts
1805;G1805;Derby Stallion 99;PS;1999;Sports;ASCII Entertainment
1806;G1806;Cars;GBA;2006;Racing;THQ
1807;G1807;Fantasy Life;3DS;2012;Role-Playing;Nintendo
1808;G1808;Tom Clancy's Rainbow Six 3: Black Arrow;XB;2004;Shooter;Ubisoft
1809;G1809;WWE 2K15;PS4;2014;Sports;Take-Two Interactive
1810;G1810;Donkey Kong;NES;1983;Platform;Nintendo
1811;G1811;Jampack Winter '98;PS;1998;Misc;Sony Computer Entertainment
1812;G1812;WWE 2K14;X360;2013;Sports;Take-Two Interactive
1813;G1813;Alien: Isolation;PS4;2014;Shooter;Sega
1814;G1814;Yakuza 3;PS3;2009;Action;Sega
1815;G1815;Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales);GBA;2005;Role-Playing;Nintendo
1816;G1816;The Beatles: Rock Band;PS3;2009;Misc;MTV Games
1817;G1817;Dragon Age II;X360;2011;Action;Electronic Arts
1818;G1818;Moon Patrol;2600;1982;Shooter;Atari
1819;G1819;Supercar Street Challenge;PS2;2001;Racing;Activision
1820;G1820;Pilotwings 64;N64;1996;Simulation;Nintendo
1821;G1821;Crackdown 2;X360;2010;Shooter;Microsoft Game Studios
1822;G1822;Final Fantasy XIV: A Realm Reborn;PS3;2013;Role-Playing;Square Enix
1823;G1823;Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment
1824;G1824;Rocksmith;X360;2011;Misc;Ubisoft
1825;G1825;Disney Infinity 2.0: Marvel Super Heroes;X360;2014;Action;Disney Interactive Studios
1826;G1826;SOCOM: U.S. Navy SEALs Fireteam Bravo;PSP;2005;Shooter;Sony Computer Entertainment
1827;G1827;Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision
1828;G1828;Yoshi's Cookie;NES;1992;Puzzle;Nintendo
1829;G1829;Guitar Hero 5;PS2;2009;Misc;Activision
1830;G1830;Worldwide Soccer Manager 2008;PC;2007;Sports;Russel
1831;G1831;Spider-Man 2;XB;2004;Action;Activision
1832;G1832;Counter-Strike;XB;2003;Shooter;Microsoft Game Studios
1833;G1833;Mad Max (2015);PS4;2015;Action;Warner Bros. Interactive Entertainment
1834;G1834;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;2007;Action;Activision
1835;G1835;GRID;PS3;2008;Racing;Codemasters
1836;G1836;Guitar Hero Encore: Rocks The 80s;PS2;2007;Misc;RedOctane
1837;G1837;Sunset Overdrive;XOne;2014;Shooter;Microsoft Game Studios
1838;G1838;Rock Band;PS2;2007;Misc;Electronic Arts
1839;G1839;Tom Clancy's Splinter Cell: Chaos Theory;XB;2005;Action;Ubisoft
1840;G1840;Donkey Kong Jr.;NES;1983;Platform;Nintendo
1841;G1841;Arc the Lad;PS;1995;Role-Playing;Sony Computer Entertainment
1842;G1842;NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment
1843;G1843;Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts
1844;G1844;Pikmin 3;WiiU;2013;Strategy;Nintendo
1845;G1845;Legend of Mana;PS;1999;Role-Playing;SquareSoft
1846;G1846;Lumines: Puzzle Fusion;PSP;2004;Puzzle;Ubisoft
1847;G1847;Toy Story 3: The Video Game;PS3;2010;Action;Disney Interactive Studios
1848;G1848;Guitar Hero 5;PS3;2009;Misc;Activision
1849;G1849;Megamania;2600;1981;Shooter;Activision
1850;G1850;Medal of Honor: Airborne;X360;2007;Shooter;Electronic Arts
1851;G1851;The Legend of Zelda: Tri Force Heroes;3DS;2015;Action;Nintendo
1852;G1852;Jungle Hunt;2600;1982;Platform;Atari
1853;G1853;Triple Play 98;PS;1997;Sports;Electronic Arts
1854;G1854;LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment
1855;G1855;Petz Dogz 2;DS;2007;Simulation;Ubisoft
1856;G1856;WWE SmackDown vs. Raw 2011;PS3;2010;Fighting;THQ
1857;G1857;Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories;GB;1999;Strategy;Konami Digital Entertainment
1858;G1858;Lode Runner;NES;1984;Puzzle;Hudson Soft
1859;G1859;The Final Fantasy Legend;GB;1989;Role-Playing;SquareSoft
1860;G1860;Famicom Jump: Eiyuu Retsuden;NES;1989;Role-Playing;Namco Bandai Games
1861;G1861;F-Zero X;N64;1998;Racing;Nintendo
1862;G1862;Popeye;NES;1983;Platform;Nintendo
1863;G1863;NERF N-Strike;Wii;2008;Shooter;Electronic Arts
1864;G1864;NBA Live 2001;PS2;2001;Sports;Electronic Arts
1865;G1865;SingStar Legends;PS2;2006;Misc;Sony Computer Entertainment
1866;G1866;SingStar Rocks!;PS2;2006;Misc;Sony Computer Entertainment
1867;G1867;Tales of Symphonia;GC;2003;Role-Playing;Nintendo
1868;G1868;Untold Legends: Brotherhood of the Blade;PSP;2005;Role-Playing;Activision
1869;G1869;Star Ocean: The Second Story;PS;1998;Role-Playing;Sony Computer Entertainment
1870;G1870;Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix
1871;G1871;Star Wars: The Force Unleashed;PSP;2008;Action;LucasArts
1872;G1872;Imagine: Babysitters;DS;2008;Simulation;Ubisoft
1873;G1873;The Simpsons Game;PSP;2007;Action;Electronic Arts
1874;G1874;Yakuza 2;PS2;2006;Adventure;Sega
1875;G1875;Skate 2;X360;2009;Sports;Electronic Arts
1876;G1876;Dragon Ball Z: The Legacy of Goku II;GBA;2003;Role-Playing;Atari
1877;G1877;Virtua Fighter 5;PS3;2007;Fighting;Sega
1878;G1878;NFL 2K1;DC;2000;Sports;Sega
1879;G1879;BeatMania;PS;1998;Simulation;Konami Digital Entertainment
1880;G1880;Namco Museum Battle Collection;PSP;2005;Misc;Sony Computer Entertainment
1881;G1881;LEGO Star Wars II: The Original Trilogy;DS;2006;Action;LucasArts
1882;G1882;Madden NFL 2004;XB;2003;Sports;Electronic Arts
1883;G1883;Empire: Total War;PC;2009;Strategy;Sega
1884;G1884;The Godfather;PS2;2006;Action;Electronic Arts
1885;G1885;Tiger Woods PGA Tour 10;Wii;2009;Sports;Electronic Arts
1886;G1886;Star Wars: Bounty Hunter;PS2;2002;Shooter;LucasArts
1887;G1887;Densha De Go!;PS;1997;Simulation;Taito
1888;G1888;Dante's Inferno;PS3;2010;Action;Electronic Arts
1889;G1889;Sonic & Sega All-Stars Racing;DS;2010;Racing;Sega
1890;G1890;Skylanders Giants;PS3;2012;Action;Activision
1891;G1891;Endless Ocean;Wii;2007;Adventure;Nintendo
1892;G1892;NFL Blitz 2000;PS;1998;Sports;Midway Games
1893;G1893;Sonic Free Riders;X360;2010;Racing;Sega
1894;G1894;NASCAR Thunder 2004;PS2;2003;Racing;Electronic Arts
1895;G1895;Prince of Persia;PS3;2008;Action;Ubisoft
1896;G1896;SpongeBob SquarePants: Revenge of the Flying Dutchman;PS2;2002;Platform;THQ
1897;G1897;Grand Theft Auto V;PC;2015;Action;Take-Two Interactive
1898;G1898;The Biggest Loser;Wii;2009;Sports;THQ
1899;G1899;Fisherman's Bass Club;PS2;2002;Sports;Agetec
1900;G1900;MySims Agents;DS;2009;Adventure;Electronic Arts
1901;G1901;Resident Evil: The Darkside Chronicles;Wii;2009;Action;Capcom
1902;G1902;NCAA Football 13;X360;2012;Action;Electronic Arts
1903;G1903;Grand Theft Auto: Chinatown Wars;PSP;2009;Action;Take-Two Interactive
1904;G1904;FIFA Soccer 11;Wii;2010;Sports;Electronic Arts
1905;G1905;The Orange Box;PS3;2007;Shooter;Electronic Arts
1906;G1906;Joust;2600;1982;Platform;Atari
1907;G1907;Tomb Raider: Underworld;X360;2008;Action;Eidos Interactive
1908;G1908;Tom Clancy's Ghost Recon 2;PS2;2004;Shooter;Ubisoft
1909;G1909;DiRT 3;PS3;2011;Racing;Codemasters
1910;G1910;LEGO City Undercover;WiiU;2013;Platform;Nintendo
1911;G1911;Spore Creatures;DS;2008;Simulation;Electronic Arts
1912;G1912;Ready 2 Rumble Boxing;PS;1998;Sports;Midway Games
1913;G1913;Dragon Ball Z: Taiketsu;GBA;2003;Fighting;Atari
1914;G1914;Disney's Lilo & Stitch;GBA;2002;Platform;Ubisoft
1915;G1915;Star Fox: Assault;GC;2005;Shooter;Nintendo
1916;G1916;Naruto: Ultimate Ninja Storm;PS3;2008;Fighting;Namco Bandai Games
1917;G1917;Marvel vs. Capcom 3: Fate of Two Worlds;X360;2011;Fighting;Capcom
1918;G1918;NCAA Football 14;X360;2013;Sports;Electronic Arts
1919;G1919;Doko Demo Issyo;PS;1999;Misc;Sony Computer Entertainment
1920;G1920;Call of Duty 3;PS2;2006;Shooter;Activision
1921;G1921;Imagine: Fashion Designer New York;DS;2008;Simulation;Ubisoft
1922;G1922;Red Dead Redemption: Undead Nightmare;X360;2010;Action;Take-Two Interactive
1923;G1923;Bully: Scholarship Edition;X360;2008;Action;Take-Two Interactive
1924;G1924;Virtua Fighter;SAT;1994;Fighting;Sega
1925;G1925;Championship Manager 99/00;PC;1999;Sports;Eidos Interactive
1926;G1926;WWE SmackDown vs. Raw 2010;PS2;2009;Fighting;THQ
1927;G1927;Pro Evolution Soccer 2008;X360;2007;Sports;Konami Digital Entertainment
1928;G1928;Super Princess Peach;DS;2005;Platform;Nintendo
1929;G1929;NHL 99;PS;1997;Sports;Electronic Arts
1930;G1930;SoulCalibur III;PS2;2005;Fighting;Namco Bandai Games
1931;G1931;Skylanders SWAP Force;PS3;2013;Platform;Activision
1932;G1932;F1 2012;PS3;2012;Racing;Codemasters
1933;G1933;World Tour Soccer;PSP;2005;Sports;Sony Computer Entertainment
1934;G1934;Disney Universe;Wii;2011;Action;Disney Interactive Studios
1935;G1935;Ridge Racer Revolution;PS;1995;Racing;Sony Computer Entertainment
1936;G1936;LEGO Pirates of the Caribbean: The Video Game;X360;2011;Action;Disney Interactive Studios
1937;G1937;Hot Wheels Turbo Racing;PS;1999;Racing;Electronic Arts
1938;G1938;NCAA Football 99;PS;1998;Sports;Electronic Arts
1939;G1939;Mortal Kombat: Armageddon;PS2;2006;Fighting;Midway Games
1940;G1940;Aliens vs Predator;X360;2010;Shooter;Sega
1941;G1941;Freekstyle;PS2;2002;Racing;Electronic Arts
1942;G1942;Junior Brain Trainer;DS;2008;Misc;GSP
1943;G1943;Darksiders;X360;2010;Action;THQ
1944;G1944;DiRT;PS3;2007;Racing;Codemasters
1945;G1945;Call of Duty 4: Modern Warfare;DS;2007;Shooter;Activision
1946;G1946;Simple 1500 Series Vol. 1: The Mahjong;PS;1998;Misc;D3Publisher
1947;G1947;Sega Superstars Tennis;Wii;2008;Sports;Sega
1948;G1948;NBA Street V3;PS2;2005;Sports;Electronic Arts
1949;G1949;Sleeping Dogs;PS3;2012;Action;Square Enix
1950;G1950;Mercenaries 2: World in Flames;X360;2008;Shooter;Electronic Arts
1951;G1951;Worms Armageddon;PS;1999;Strategy;Microprose
1952;G1952;Hulk;PS2;2003;Action;Universal Interactive
1953;G1953;LEGO Indiana Jones: The Original Adventures;PS3;2008;Action;Activision
1954;G1954;NFL Blitz;N64;1998;Sports;Midway Games
1955;G1955;NFL Quarterback Club 98;N64;1997;Sports;Acclaim Entertainment
1956;G1956;DJ Hero;X360;2009;Misc;Activision
1957;G1957;Dora the Explorer: Dora Saves the Mermaids;DS;2007;Platform;Take-Two Interactive
1958;G1958;Diablo II: Lord of Destruction;PC;2001;Role-Playing;Vivendi Games
1959;G1959;Naruto Shippuden: Ultimate Ninja Storm 4;PS4;2016;Fighting;Namco Bandai Games
1960;G1960;Spider-Man 2;GBA;2004;Action;Activision
1961;G1961;Virtua Tennis 3;PS3;2007;Sports;Sega
1962;G1962;Seek and Destroy;PS2;2002;Racing;Play It
1963;G1963;Warhawk;PS3;2007;Simulation;Sony Computer Entertainment
1964;G1964;Apollo Justice: Ace Attorney;DS;2007;Adventure;Capcom
1965;G1965;Assassin's Creed: Rogue;X360;2014;Action;Ubisoft
1966;G1966;Cosmic Ark;2600;1981;Shooter;Imagic
1967;G1967;SOCOM: U.S. Navy SEALs Fireteam Bravo 2;PSP;2006;Shooter;Sony Computer Entertainment
1968;G1968;Skylanders: Trap Team;Wii;2014;Action;Activision
1969;G1969;Aliens vs Predator;PS3;2010;Shooter;Sega
1970;G1970;Defender;2600;1980;Misc;Atari
1971;G1971;Dance on Broadway;Wii;2010;Misc;Ubisoft
1972;G1972;Adventure Island;NES;1986;Platform;Hudson Soft
1973;G1973;Arc the Lad II;PS;1996;Role-Playing;Sony Computer Entertainment
1974;G1974;Tag Team Match M.U.S.C.L.E.;NES;1985;Fighting;Namco Bandai Games
1975;G1975;Derby Stallion 96;SNES;1996;Sports;ASCII Entertainment
1976;G1976;UFC Undisputed 3;PS3;2012;Action;THQ
1977;G1977;NBA 2K3;PS2;2002;Sports;Sega
1978;G1978;Dragon Ball: XenoVerse;PS4;2015;Fighting;Namco Bandai Games
1979;G1979;The Simpsons: Road Rage;XB;2001;Racing;Electronic Arts
1980;G1980;Dave Mirra Freestyle BMX;PS;2000;Sports;Acclaim Entertainment
1981;G1981;Imagine: Animal Doctor;DS;2007;Simulation;Ubisoft
1982;G1982;WWE SmackDown vs. Raw 2010;X360;2009;Fighting;THQ
1983;G1983;Forza Motorsport;XB;2005;Racing;Microsoft Game Studios
1984;G1984;Sonic the Hedgehog;X360;2006;Platform;Sega
1985;G1985;MySims Agents;Wii;2009;Adventure;Electronic Arts
1986;G1986;Monster Rancher 2;PS;1998;Simulation;Sony Computer Entertainment
1987;G1987;Pokemon Conquest;DS;2012;Role-Playing;Nintendo
1988;G1988;The Simpsons Game;X360;2007;Action;Electronic Arts
1989;G1989;Guinness World Records: The Videogame;Wii;2008;Action;Warner Bros. Interactive Entertainment
1990;G1990;MVP Baseball 2003;PS2;2003;Sports;Electronic Arts
1991;G1991;Legacy of Kain: Soul Reaver;PS;1999;Action;Eidos Interactive
1992;G1992;Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007;Fighting;Atari
1993;G1993;Disney Tangled;DS;2010;Action;Disney Interactive Studios
1994;G1994;Tales of Destiny;PS;1997;Role-Playing;Namco Bandai Games
1995;G1995;ATV: Quad Power Racing;PS;2000;Racing;Acclaim Entertainment
1996;G1996;Disney Fairies: Tinker Bell and the Lost Treasure;DS;2009;Adventure;Disney Interactive Studios
1997;G1997;Mega Man X4;PS;1996;Action;Virgin Interactive
1998;G1998;Naruto: Clash of Ninja 2;GC;2003;Fighting;Nintendo
1999;G1999;Dance Dance Revolution SuperNOVA;PS2;2006;Simulation;Konami Digital Entertainment
2000;G2000;Brink;X360;2011;Shooter;Bethesda Softworks
2001;G2001;Grand Theft Auto III;PC;2002;Action;Take-Two Interactive
2002;G2002;Hiiro no Kakera: Shin Tamayori Hime Denshou;PS2;2009;Adventure;Idea Factory
2003;G2003;Datenshi no Amai Yuuwaku x Kaikan Phrase;DS;2010;Adventure;FuRyu
2004;G2004;Grooverider: Slot Car Thunder;XB;2003;Racing;Encore
2005;G2005;Super PickUps;Wii;2009;Racing;XS Games
2006;G2006;Bakumatsu Koihana: Shinsengumi DS;DS;2008;Adventure;D3Publisher
2007;G2007;Digger Simulator;PC;2011;Simulation;Excalibur Publishing
2008;G2008;Miyako: Awayuki no Utage;PSP;2012;Action;Idea Factory
2009;G2009;LifeSigns: Surgical Unit;DS;2005;Simulation;JoWood Productions
2010;G2010;Konami Classics Vol. 2;X360;2009;Misc;Konami Digital Entertainment
2011;G2011;The Technomancer;PC;2016;Role-Playing;Focus Home Interactive
2012;G2012;Football Manager Live;PC;2009;Sports;Sega
2013;G2013;Aeon Flux;XB;2005;Action;THQ
2014;G2014;Marginal #4: Idol of Supernova;PSV;2014;Adventure;Idea Factory
2015;G2015;Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!;DS;2011;Misc;Namco Bandai Games
2016;G2016;Kana: Imouto;PSP;2010;Adventure;CyberFront
2017;G2017;Rock N' Roll Racing;SNES;1993;Racing;Interplay
2018;G2018;Impossible Creatures;PC;2002;Strategy;Microsoft Game Studios
2019;G2019;Serious Sam II;PC;2005;Shooter;Take-Two Interactive
2020;G2020;Football Academy;DS;2009;Sports;Electronic Arts
2021;G2021;GoGo's Crazy Bones;DS;2012;Action;GameMill Entertainment
2022;G2022;Norn + Nonette: Last Era;PSV;2015;Action;Idea Factory
2023;G2023;Nodame Cantabile;PS2;2007;Misc;Banpresto
2024;G2024;Games Around the World;DS;2010;Misc;Zoo Games
2025;G2025;Hitotsu Tobashi Renai V;PSV;2015;Adventure;Kaga Create
2026;G2026;Blitzkrieg 2 Anthology;PC;2008;Strategy;Ascaron Entertainment GmbH
2027;G2027;DoDonPachi Saidaioujou;X360;2013;Shooter;Cave
2028;G2028;Last Escort: Club Katze;PS2;2010;Adventure;D3Publisher
2029;G2029;Fuuraiki 3;PSV;2015;Action;Unknown
2030;G2030;Phantasy Star Online 2 Episode 4: Deluxe Package;PSV;2017;Role-Playing;Sega
2031;G2031;1/2 Summer +;PSP;2013;Adventure;Kaga Create
2032;G2032;Winning Post 7 Maximum 2008;PS3;2008;Sports;Tecmo Koei
2033;G2033;SBK09 Superbike World Championship;PS3;2009;Racing;Black Bean Games
2034;G2034;Tears to Tiara: Kakan no Daichi Portable;PSP;2010;Adventure;Aqua Plus
2035;G2035;Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu;DS;2009;Adventure;Arc System Works
2036;G2036;Ninja Gaiden Sigma 2;PSV;2013;Action;Tecmo Koei
2037;G2037;UEFA Champions League 2006-2007;PSP;2007;Sports;Electronic Arts
2038;G2038;Monster Rancher Advance 2;GBA;2002;Simulation;Tecmo Koei
2039;G2039;Big Hero 6: Battle in the Bay;3DS;2014;Action;GameMill Entertainment
2040;G2040;Dr. Slump & Arale-Chan;DS;2008;Adventure;Namco Bandai Games
2041;G2041;Madden NFL 13;PS3;2012;Sports;Electronic Arts
2042;G2042;Umineko no Naku Koro ni Portable 1;PSP;2011;Adventure;Alchemist
2043;G2043;Festa!! Hyper Girls Party;PS2;2006;Adventure;KID
2044;G2044;Geten no Hana: Yume Akari;PSP;2014;Misc;Tecmo Koei
2045;G2045;Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore;DS;2008;Misc;Benesse
2046;G2046;Vanark;PS;1999;Shooter;Jaleco
2047;G2047;Game Book DS: Sword World 2.0;DS;2009;Role-Playing;Broccoli
2048;G2048;WTA Tour Tennis;XB;2002;Sports;Konami Digital Entertainment
2049;G2049;Fernbus Simulator;PC;2016;Simulation;Aerosoft
2050;G2050;Furious Karting;XB;2003;Racing;Atari
2051;G2051;IL-2 Sturmovik;PC;2001;Simulation;Blue Byte
2052;G2052;NHL 16;PS3;2015;Sports;Electronic Arts
2053;G2053;Pet Shop Monogatari DS 2;DS;2010;Simulation;Taito
2054;G2054;Monkey Madness: Island Escape;DS;2010;Action;Storm City Games
2055;G2055;Chokkan! Asonde Relaxuma;DS;2008;Action;Rocket Company
2056;G2056;Hot Wheels: Stunt Track Challenge / World Race;GBA;2006;Racing;Destination Software, Inc
2057;G2057;Minna no Conveni;DS;2010;Simulation;Taito
2058;G2058;Accel World: Kasoku no Chouten;PSP;2013;Adventure;Namco Bandai Games
2059;G2059;Azure Striker Gunvolt: Striker Pack;3DS;2016;Action;Inti Creates
2060;G2060;SoulCalibur Legends (JP sales);Wii;2007;Action;Namco Bandai Games
2061;G2061;Theatre Of War;PC;2007;Strategy;Kalypso Media
2062;G2062;Izumo 2;PS2;2006;Adventure;GN Software
2063;G2063;Entaku no Seito: Students of Round;X360;2011;Role-Playing;ChunSoft
2064;G2064;Bratz: Forever Diamondz;PS2;2006;Adventure;THQ
2065;G2065;Smiley World: Island Challenge;DS;2009;Puzzle;Zoo Digital Publishing
2066;G2066;PC Engine Best Collention: Ginga Ojousama Densetsu Collection;PSP;2008;Adventure;Hudson Soft
2067;G2067;Isshoni Gohan. Portable;PSP;2013;Adventure;Boost On
2068;G2068;King of Fighters 2002: Unlimited Match Tougeki Ver.;PS2;2010;Fighting;SNK Playmore
2069;G2069;Hanayamata: Yosakoi Live;PSV;2014;Adventure;Namco Bandai Games
2070;G2070;Malice;XB;2004;Platform;Evolved Games
2071;G2071;htoL#NiQ: The Firefly Diary;PSV;2014;Platform;Nippon Ichi Software
2072;G2072;Rosario to Vampire: Tanabata no Miss Youkai Gakuen;DS;2008;Adventure;Capcom
2073;G2073;Virtua Tennis 3;PC;2007;Sports;Sega
2074;G2074;Wallace & Gromit: Curse of the Were-Rabbit;XB;2005;Adventure;Konami Digital Entertainment
2075;G2075;Worms: WMD;XOne;2016;Action;Sold Out
2076;G2076;Ouka Sengoku Portable;PSP;2012;Adventure;Alchemist
2077;G2077;Shepherd's Crossing;PSP;2009;Simulation;Success
2078;G2078;The Book of Unwritten Tales 2;WiiU;2016;Adventure;Nordic Games
2079;G2079;Dark Parables: The Exiled Prince;PC;2011;Puzzle;Unknown
2080;G2080;Tactics Layer: Ritina Guard Senki;DS;2009;Strategy;D3Publisher
2081;G2081;Hyakka Yakou;PSV;2015;Action;Unknown
2082;G2082;San-X Character Channel: All-Star Daishuugou!;DS;2008;Action;MTO
2083;G2083;Fuun Shinsengumi Bakumatsuden Portable;PSP;2009;Action;From Software
2084;G2084;Doki-Doki Universe;PSV;2013;Adventure;Sony Computer Entertainment
2085;G2085;Sega Golf Club: Miyazato San Kyoudai Naizou;PS3;2006;Sports;Sega
2086;G2086;Rozen Maiden: Gebetgarten;PS2;2007;Fighting;Taito
2087;G2087;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;2016;Adventure;Prototype
2088;G2088;Princess Arthur;PSP;2013;Misc;Idea Factory
2089;G2089;Brain Exercise With Dr. Kawashima;PC;2009;Puzzle;Namco Bandai Games
2090;G2090;Sherlock Holmes: The Devil's Daughter;PC;2016;Adventure;Bigben Interactive
2091;G2091;Sakura-Sou no Pet na Kanojo;PSP;2013;Adventure;Kadokawa Games
2092;G2092;Fatal Fury: Battle Archives Volume 2 (JP sales);PS2;2007;Fighting;SNK Playmore
2093;G2093;Toro to Morimori;PS3;2009;Misc;Sony Computer Entertainment
2094;G2094;Tantei Jinguuji Saburo: Hai to Diamond;PSP;2009;Adventure;Arc System Works
2095;G2095;Satisfashion;Wii;2010;Misc;Destineer
2096;G2096;Truck Racer;Wii;2009;Racing;Nordic Games
2097;G2097;Metal Slug Anthology;PS2;2007;Shooter;Ignition Entertainment
2098;G2098;K-1 Grand Prix;PS;1999;Fighting;Jaleco
2099;G2099;Rave Master: Special Attack Force!;GBA;2002;Fighting;Konami Digital Entertainment
2100;G2100;Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono;PS2;2007;Strategy;D3Publisher
2101;G2101;Casper;GBA;2002;Adventure;Microids
2102;G2102;Adventure Time: The Secret of the Nameless ;X360;2014;Adventure;Little Orbit
2103;G2103;Football Manager 2005;PC;2004;Sports;Sega
2104;G2104;Hakuoki: Reimeiroku DS;DS;2012;Action;Idea Factory
2105;G2105;BattleForge;PC;2009;Strategy;Electronic Arts
2106;G2106;Turbo Trainz;Wii;2012;Racing;Mastertronic
2107;G2107;Ro-Kyu-Bu! Secret Photo Op;PSV;2014;Adventure;Kadokawa Games
2108;G2108;Barbie and Her Sisters Puppy Rescue;WiiU;2015;Action;Namco Bandai Games
2109;G2109;Caladrius;X360;2013;Shooter;Moss
2110;G2110;Duel Love: Koisuru Otome wa Shouri no Megami;DS;2008;Adventure;Namco Bandai Games
2111;G2111;Super Robot Monkey Team: Game Boy Advance Video Volume 1;GBA;2005;Misc;N/A
2112;G2112;Freekstyle;GBA;2003;Racing;Zoo Digital Publishing
2113;G2113;Mystery Legends: Beauty and the Beast;PC;2012;Puzzle;Focus Multimedia
2114;G2114;Tomoyo After: It's a Wonderful Life CS Edition;PS2;2007;Adventure;Prototype
2115;G2115;Bunmei Kaika: Aoiza Ibunroku Saien;PSP;2012;Action;FuRyu
2116;G2116;Groovin' Blocks;Wii;2009;Puzzle;Zoo Games
2117;G2117;Aa Megami-samaa;PS2;2007;Adventure;Marvelous Interactive
2118;G2118;Rail Simulator;PC;2007;Simulation;Electronic Arts
2119;G2119;Banjo-Kazooie;X360;2008;Platform;Microsoft Game Studios
2120;G2120;Monster High: New Ghoul in School;Wii;2015;Action;Little Orbit
2121;G2121;Bakumatsu Rock;PSP;2014;Action;Marvelous Entertainment
2122;G2122;Prototype: Biohazard Bundle;XOne;2016;Action;Activision
2123;G2123;Far East of Eden II: Manji Maru;DS;2006;Role-Playing;Hudson Soft
2124;G2124;Family Jockey;Wii;2008;Sports;Namco Bandai Games
2125;G2125;Spider-Man: Friend or Foe;PC;2007;Action;Activision
2126;G2126;Thunder Alley;GBA;2004;Racing;XS Games
2127;G2127;Resistance Dual Pack;PS3;2011;Shooter;Sony Computer Entertainment
2128;G2128;BlazBlue: Calamity Trigger;PC;2010;Fighting;PQube
2129;G2129;Nyaruko-San: Nafushigatai Game no You na Mono;PSV;2013;Adventure;5pb
2130;G2130;Agatha Christie's The ABC Murders;XOne;2016;Adventure;Microids
2131;G2131;Samurai Warriors: Sanada Maru;PSV;2016;Action;Tecmo Koei
2132;G2132;Sengoku Basara 2 Heroes;Wii;2007;Action;Capcom
2133;G2133;Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX;PS2;2007;Adventure;Datam Polystar
2134;G2134;Victory Spike;PS;1996;Sports;Imagineer
2135;G2135;Harry Potter and the Chamber of Secrets;PC;2002;Action;Electronic Arts
2136;G2136;Double Sequence: The Q-Virus Invasion;DS;2008;Puzzle;Zoo Digital Publishing
2137;G2137;MXGP 2;PC;2016;Racing;Milestone S.r.l.
2138;G2138;Densetsu no Yuusha no Densetsu: Legendary Saga;PSP;2010;Role-Playing;Kadokawa Shoten
2139;G2139;Hi Hi Puffy AmiYumi: The Genie & the Amp;DS;2006;Action;D3Publisher
2140;G2140;Zero no Tsukaima: Maigo no Period to Ikusen no Symphony;PS2;2008;Adventure;Marvelous Interactive
2141;G2141;Order Up!!;3DS;2011;Action;Funbox Media
2142;G2142;Marvel: Ultimate Alliance;PC;2006;Role-Playing;Activision
2143;G2143;Dance with Devils;PSV;2016;Action;N/A
2144;G2144;Battle Worlds: Kronos;PC;2016;Strategy;Nordic Games
2145;G2145;Hiiro no Kakera: Shin Tamayori Hime Denshou Portable;PSP;2010;Adventure;Idea Factory
2146;G2146;Kao the Kangaroo;GBA;2001;Platform;Titus
2147;G2147;Jewel Quest II;PC;2007;Puzzle;Avanquest
2148;G2148;Builder's Block;PS;1999;Strategy;EON Digital Entertainment
2149;G2149;Seisou no Amazones;3DS;2013;Role-Playing;Arc System Works
